Uniprot_ID	KEGG_Gene_ID	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
E7ENB8	NA			AC010467,AC022137,AC125388		ENST00000475179.5	ENSP00000418468.1	ENSG00000203326.12				HGNC:29423	29423		IPR001909,IPR036051,IPR050169			PF01352									
E7ENC7	NA			AL645922		ENST00000494956.1,ENST00000625436.1,ENST00000625545.1,ENST00000625905.1,ENST00000625993.1,ENST00000628497.1,ENST00000629797.1	ENSP00000420205.1,ENSP00000486074.1,ENSP00000486432.1,ENSP00000486647.1,ENSP00000486884.1,ENSP00000487225.1,ENSP00000487402.1	ENSG00000204356.14,ENSG00000206268.11,ENSG00000206357.11,ENSG00000229363.9,ENSG00000231044.10,ENSG00000233801.9				HGNC:13974	13974														
E7END7	NA			AC007318,AC007386,AC084278		ENST00000409751.1	ENSP00000386672.1	ENSG00000138069.18				HGNC:9758	9758		IPR001806,IPR005225,IPR027417,IPR050227			PF00071									
E7ENG0	NA			AC013403		ENST00000432106.5	ENSP00000411536.1	ENSG00000138074.15				HGNC:11041	11041		IPR001734,IPR038377,IPR051163			PF00474									
E7ENG2	NA			AC093114,AC113170,AC132515		ENST00000333778.10	ENSP00000327760.6	ENSG00000163539.19				HGNC:17078	17078		IPR011989,IPR016024,IPR024395,IPR034085			PF12348									
E7ENG7	NA			AC004537,AC006364,AC006976,AC073145,KF458584		ENST00000428526.5	ENSP00000398082.1	ENSG00000106034.18				HGNC:26159	26159														
E7ENH5	NA			AL109827		ENST00000401607.6	ENSP00000386067.2	ENSG00000214078.13				HGNC:2314	2314		IPR000008,IPR010734,IPR035892,IPR036465,IPR037768,IPR045052			PF00168,PF07002									
E7ENI6	NA			AC006042,AC007009		ENST00000407906.5	ENSP00000386021.1	ENSG00000003147.19				HGNC:5343	5343		IPR010504,IPR024114,IPR027267			PF06456									
E7ENJ0	NA			AC244102		ENST00000458057.5,ENST00000617505.1,ENST00000709982.1	ENSP00000389999.1,ENSP00000483352.1,ENSP00000517968.1	ENSG00000183305.14,ENSG00000268606.6,ENSG00000292187.1				HGNC:19340,HGNC:6800	19340,6800		IPR021072			PF12440									
E7ENJ2	NA			AL662870		ENST00000515881.5	ENSP00000423492.1	ENSG00000204580.14				HGNC:2730	2730		IPR000421,IPR008979												
E7ENJ5	NA			AP000356		ENST00000411974.5	ENSP00000389935.1	ENSG00000100031.19				HGNC:4250	4250		IPR000101,IPR029055			PF01019									
E7ENJ7	NA			AC040162		ENST00000415766.7	ENSP00000411472.3	ENSG00000102904.15	55815			HGNC:18586	18586							NP_001275920.1							
E7ENL6	NA			AC112715,AC112721		ENST00000347401.8	ENSP00000315609.5	ENSG00000163359.17				HGNC:2213	2213		IPR002035,IPR002223,IPR020901,IPR036465,IPR036880,IPR050098			PF00014,PF00092									
E7ENL8	NA			AL139086,AL353704,AL390754		ENST00000426768.2	ENSP00000389890.2	ENSG00000102606.20				HGNC:15607	15607		IPR001452,IPR035789,IPR036028,IPR036872			PF07653,PF16615									
E7ENM1	NA			AC005540,AC067945,AC079162		ENST00000454414.5	ENSP00000411398.1	ENSG00000115415.21				HGNC:11362	11362		IPR001217,IPR013799,IPR036535			PF02865									
E7ENM6	NA			AC010103,AC020599,AC023492,AC107210		ENST00000509854.5	ENSP00000423367.1	ENSG00000196104.11				HGNC:13565	13565		IPR002350,IPR036058			PF07648									
E7ENN0	NA			AC013403		ENST00000445802.5	ENSP00000411361.1	ENSG00000138074.15				HGNC:11041	11041		IPR001734,IPR038377,IPR051163			PF00474									
E7ENQ8	NA			AC021106,AC108022,KF510865		ENST00000505986.5,ENST00000515668.5,ENST00000625312.2	ENSP00000423269.1,ENSP00000426738.1,ENSP00000485904.1	ENSG00000169299.14				HGNC:8906	8906		IPR005844,IPR016055			PF02878									
E7ENS2	NA			AP001462		ENST00000413626.1	ENSP00000411218.1	ENSG00000133895.18				HGNC:7010	7010		IPR007747			PF05053									
E7ENS9	NA			AC008812		ENST00000394122.7	ENSP00000377680.3	ENSG00000104938.18				HGNC:13523	13523		IPR001304,IPR016186,IPR016187,IPR018378,IPR033989,IPR050111			PF00059		XP_006722676.1							
E7ENT5	NA			AC013274,AC064834		ENST00000458054.1	ENSP00000389640.1	ENSG00000196950.14				HGNC:20861	20861		IPR050799												
E7ENT7	NA			AC010103,AC020599,AC023492,AC107210		ENST00000510403.5	ENSP00000423176.1	ENSG00000196104.11				HGNC:13565	13565		IPR011992,IPR019577			PF10591									
E7ENV7	NA			AC023795,AC067735,AC069442,AC087897		ENST00000360449.3	ENSP00000353633.3	ENSG00000139117.14				HGNC:23498	23498		IPR000008,IPR002035,IPR010734,IPR035892,IPR036465,IPR037768,IPR045052			PF00168,PF07002									
E7ENW1	NA			AC092839,AC108929		ENST00000447328.5	ENSP00000389570.1	ENSG00000177994.16				HGNC:26861	26861		IPR031365			PF15667									
E7ENX6	NA			AP003176		ENST00000393952.3	ENSP00000377524.3	ENSG00000173621.9				HGNC:28456	28456		IPR000483,IPR001611,IPR003591,IPR003598,IPR003599,IPR007110,IPR013098,IPR013783,IPR032675,IPR036179,IPR050467			PF00560,PF07679,PF13855									
E7ENY2	NA			AC009299,AC009313		ENST00000429217.5	ENSP00000411041.1	ENSG00000136560.14				HGNC:11562	11562		IPR024581,IPR039669			PF12845									
E7ENY3	NA			AC010103,AC020599,AC023492,AC107210		ENST00000515316.5	ENSP00000426995.1	ENSG00000196104.11				HGNC:13565	13565														
E7ENZ2	NA			AP002381,AP002455,AP004241		ENST00000458644.6	ENSP00000402972.2	ENSG00000137478.15				HGNC:29114	29114		IPR001452,IPR027267,IPR031160,IPR035460,IPR035556,IPR036028			PF00018,PF14604									
E7ENZ9	NA			AC002542,AC003987,AC106873,KF458573		ENST00000446490.5	ENSP00000402934.1	ENSG00000004866.22				HGNC:11351	11351		IPR007311			PF04184									
E7EP02	NA			AC013403		ENST00000428518.5	ENSP00000402903.1	ENSG00000138074.15				HGNC:11041	11041														
E7EP04	NA			AC073951,AC105396,KF456753		ENST00000418559.6	ENSP00000389483.1	ENSG00000077232.19				HGNC:24637	24637		IPR001623,IPR013766,IPR035673,IPR036249,IPR036869,IPR052460			PF00085,PF00226									
E7EP22	NA			AC005740		ENST00000512565.5	ENSP00000426832.1	ENSG00000013561.18				HGNC:10058	10058		IPR016135,IPR031127,IPR044066,IPR047548			PF22191									
E7EP32	NA			AC009488		ENST00000424361.5,ENST00000436220.5	ENSP00000389391.1,ENSP00000401873.1	ENSG00000172354.10				HGNC:4398	4398		IPR001632,IPR001680,IPR015943,IPR016346,IPR019775,IPR020472,IPR036322			PF25391									
E7EP35	NA			AL031427		ENST00000444987.1	ENSP00000389368.1	ENSG00000116212.16				HGNC:28792	28792		IPR001611,IPR032675,IPR039631			PF13516									
E7EP40	NA			AC005042,AC008070,KF456721		ENST00000457109.5,ENST00000629219.1	ENSP00000391658.1,ENSP00000486877.1	ENSG00000144283.23				HGNC:9026	9026														
E7EP72	NA			AC027307		ENST00000427685.2	ENSP00000389254.2	ENSG00000119559.17				HGNC:26711	26711		IPR028227			PF15136									
E7EP80	NA			AC244102		ENST00000447530.5,ENST00000709980.1	ENSP00000389223.1,ENSP00000517966.1	ENSG00000183305.14,ENSG00000292187.1				HGNC:19340	19340		IPR021072			PF12440									
E7EP81	NA			AC012676		ENST00000574311.5,ENST00000633467.1	ENSP00000461187.1,ENSP00000488416.1	ENSG00000262246.6,ENSG00000282725.1				HGNC:26161	26161		IPR015048,IPR015505,IPR015943,IPR036322			PF08953,PF16300									
E7EP88	NA			AC006509,AC079807		ENST00000434234.5	ENSP00000402692.1	ENSG00000138081.22				HGNC:13590	13590		IPR003126,IPR051550			PF02207									
E7EP90	NA			AC093668		ENST00000507355.5,ENST00000511313.5	ENSP00000422109.1,ENSP00000426619.1	ENSG00000168255.20,ENSG00000285437.2				HGNC:33853	33853		IPR036603												
E7EPC7	NA			AC009532		ENST00000438354.6	ENSP00000402580.2	ENSG00000133800.9				HGNC:14687	14687														
E7EPD2	NA			AC005540,AC067945,AC079162		ENST00000424722.6	ENSP00000402548.2	ENSG00000115415.21				HGNC:11362	11362		IPR001217,IPR008967,IPR012345,IPR013799,IPR013800,IPR013801,IPR015988,IPR036535			PF01017,PF02864,PF02865									
E7EPD9	NA			AC002542,AC003987,AC106873,KF458573		ENST00000393449.5	ENSP00000377095.1	ENSG00000004866.22	7982			HGNC:11351	11351		IPR007311			PF04184		NP_001356530.1							
E7EPF2	NA			AC092153,AC104598,AC131754,AC133105		ENST00000428519.1	ENSP00000389016.1	ENSG00000153250.21				HGNC:9907	9907		IPR000504,IPR012677,IPR034404,IPR035979			PF00076									
E7EPF5	NA			AC009505,AC010978,KF510749		ENST00000393348.6	ENSP00000377017.2	ENSG00000071051.14				HGNC:7665	7665		IPR001452,IPR035559,IPR036028,IPR039801			PF00018									
E7EPG1	NA			AC093759		ENST00000508372.1	ENSP00000426461.1	ENSG00000138722.10	22915			HGNC:7178	7178		IPR000152,IPR000742,IPR001073,IPR001881,IPR008983,IPR011489,IPR050392			PF00008,PF00386		NP_001397664.1							
E7EPG2	NA			AC000093		ENST00000431124.5	ENSP00000414488.1	ENSG00000184702.20				HGNC:9164	9164		IPR016491,IPR027417,IPR030379			PF00735									
E7EPG3	NA			AP001417,AP001425,AP001434,KF457277,KF457279,KF457286,KF495693		ENST00000438657.5	ENSP00000414487.1	ENSG00000157551.19				HGNC:6261	6261		IPR003270,IPR013518,IPR014756,IPR016449,IPR040445,IPR041647			PF01007,PF17655									
E7EPG5	NA			AC011487		ENST00000513265.5	ENSP00000426458.1	ENSG00000130844.19				HGNC:15489	15489		IPR001909,IPR036051,IPR050169			PF01352									
E7EPI0	NA			AL050333		ENST00000510291.5,ENST00000635384.1	ENSP00000426405.1,ENSP00000489548.1	ENSG00000005700.15,ENSG00000283068.2	25998			HGNC:17853	17853		IPR000210,IPR000408,IPR002110,IPR009091,IPR011333,IPR036770,IPR051625			PF00415,PF00651,PF12796		NP_001287835.1							
E7EPI4	NA			FO681481,KF459515,U52111,U52112		ENST00000439496.5	ENSP00000402407.1	ENSG00000198910.14				HGNC:6470	6470		IPR003598,IPR003599,IPR007110,IPR013783,IPR036179,IPR051170			PF13927									
E7EPI9	NA			AC034220,AC063976,KC877101		ENST00000431054.5	ENSP00000391257.1	ENSG00000072682.20				HGNC:8547	8547		IPR011990,IPR013547			PF08336,PF23558									
E7EPJ1	NA			AL049538,AL121761,AL132821		ENST00000440354.2	ENSP00000391239.2	ENSG00000132669.14				HGNC:18750	18750		IPR000159,IPR003123,IPR029071,IPR036860,IPR037191,IPR045046			PF00788,PF02204,PF23268									
E7EPJ2	NA			AC008073,AC009228		ENST00000412011.5	ENSP00000391224.1	ENSG00000198399.16				HGNC:6184	6184		IPR000261,IPR002048,IPR011992,IPR018247			PF12763									
E7EPJ9	NA			AC072051		ENST00000413956.5	ENSP00000402386.1	ENSG00000197632.9				HGNC:8584	8584		IPR000215,IPR023796,IPR036186,IPR042178			PF00079									
E7EPK2	NA			AC021127,AC093876,AC093883,AC098822,AC105917,KF457781		ENST00000514249.5	ENSP00000426308.1	ENSG00000197826.13				HGNC:28554	28554		IPR027887			PF14713									
E7EPL6	NA			AC012169,AC020891		ENST00000453807.6	ENSP00000391139.2	ENSG00000137869.16				HGNC:2594	2594		IPR001128,IPR036396			PF00067									
E7EPM7	NA			AC114781		ENST00000503391.5	ENSP00000426242.1	ENSG00000173085.15				HGNC:25223	25223		IPR000537,IPR030470,IPR039653,IPR044878			PF01040									
E7EPM8	NA			AC011330		ENST00000440125.5	ENSP00000394866.1	ENSG00000242866.10				HGNC:16035	16035														
E7EPN0	NA			AC010470,AC022450,AC112193,KF457876,KF510902,KF510919		ENST00000513289.5	ENSP00000426239.1	ENSG00000113100.10				HGNC:1768	1768		IPR002126,IPR015919,IPR039808			PF00028									
E7EPN2	NA			AL662870		ENST00000512694.5	ENSP00000426229.1	ENSG00000204580.14				HGNC:2730	2730		IPR000421,IPR008979			PF00754									
E7EPN9	NA			AL021579,AL049762,KF455073,Z98750		ENST00000367742.7	ENSP00000356716.3	ENSG00000117523.18	23215			HGNC:24903	24903		IPR009738,IPR033184			PF07001		XP_005245081.1,XP_054191361.1							
E7EPP7	NA			AC005177,AC007485		ENST00000434978.6	ENSP00000391087.2	ENSG00000166263.13				HGNC:19694	19694		IPR001202,IPR001478,IPR036020,IPR036034,IPR051342			PF00397,PF00595									
E7EPQ9	NA			AC110615		ENST00000511880.7	ENSP00000426186.2	ENSG00000156194.19				HGNC:9244	9244		IPR000048,IPR051134			PF00612									
E7EPR2	NA			AL021917,KF458128		ENST00000450085.6	ENSP00000394937.2	ENSG00000026950.18				HGNC:1138	1138		IPR013106,IPR013783,IPR036179,IPR050504			PF07686									
E7EPS7	NA			AC090164		ENST00000428002.6	ENSP00000402179.2	ENSG00000184277.13	80213			HGNC:24128	24128		IPR050932					NP_001294889.1							
E7EPT0	NA			AC011487		ENST00000511567.5	ENSP00000426127.1	ENSG00000130844.19				HGNC:15489	15489		IPR001909,IPR036051,IPR050169			PF01352									
E7EPT8	NA			AP000347		ENST00000423392.5	ENSP00000402142.1	ENSG00000159496.15				HGNC:31911	31911		IPR001895,IPR008937,IPR023578,IPR036964			PF00617									
E7EPU0	NA			AC013736,AC079610,AC108066		ENST00000452786.2	ENSP00000402132.1	ENSG00000030419.17				HGNC:13177	13177														
E7EPV1	NA			AC097720,AC097724		ENST00000449210.1	ENSP00000414086.1	ENSG00000163806.16				HGNC:30613	30613		IPR020984,IPR052316			PF11357									
E7EPW5	NA			AC002542,AC003987,AC106873,KF458573		ENST00000422922.5	ENSP00000414031.1	ENSG00000004866.22	7982			HGNC:11351	11351		IPR007311			PF04184		NP_001356532.1							
E7EPW7	NA			AC074096,AC093756,AC098874,AC106870,AC106899		ENST00000431873.6	ENSP00000414027.3	ENSG00000171094.18				HGNC:427	427														
E7EPX0	NA			AC018620,AC027018,AC100784,KF458781		ENST00000521727.5	ENSP00000429973.1	ENSG00000040341.18				HGNC:11371	11371		IPR014720,IPR032478,IPR044464,IPR044473,IPR044474,IPR051740			PF00035,PF16482									
E7EPY0	NA			AC012511,AC105053		ENST00000306262.10	ENSP00000306247.6	ENSG00000115525.18				HGNC:10872	10872														
E7EPY2	NA			AC007849,AC024099,AC069220,AC074033,AC078985,KF457717		ENST00000460890.5,ENST00000487503.5,ENST00000494597.5	ENSP00000417922.1,ENSP00000419757.1,ENSP00000420072.1	ENSG00000085276.19				HGNC:3498	3498		IPR013087,IPR036236			PF00096,PF13912									
E7EQ01	NA			AC007256,AC007283		ENST00000429881.2	ENSP00000390641.2	ENSG00000064012.24				HGNC:1509	1509		IPR001875,IPR011029,IPR033170			PF01335									
E7EQ06	NA			AC007256,AC007283		ENST00000447616.5	ENSP00000388306.1	ENSG00000064012.23				HGNC:1509	1509		IPR001875,IPR011029,IPR033170			PF01335									
E7EQ18	NA			AC021171,AC110084		ENST00000449378.1	ENSP00000413789.1	ENSG00000171174.15				HGNC:30325	30325														
E7EQ23	NA			AL662870		ENST00000507046.5	ENSP00000425713.1	ENSG00000204580.14				HGNC:2730	2730		IPR000421,IPR008979												
E7EQ24	NA			AC010103,AC020599,AC023492,AC107210		ENST00000511226.5,ENST00000511905.5	ENSP00000424674.1,ENSP00000425712.1	ENSG00000196104.11				HGNC:13565	13565														
E7EQ43	NA			AC005090,AC006044,KF458428		ENST00000456011.5	ENSP00000390544.1	ENSG00000180347.15				HGNC:27363	27363		IPR029325,IPR043444			PF14722									
E7EQ47	NA			AL031284,AL928711		ENST00000346452.8	ENSP00000344485.4	ENSG00000188672.19				HGNC:10008	10008		IPR002229,IPR024041,IPR029020			PF00909									
E7EQ59	NA			AC103680,AC104339,AF181450,KF458797		ENST00000520428.5	ENSP00000429857.1	ENSG00000079102.18				HGNC:1535	1535														
E7EQ63	NA			AC025647,AP001574		ENST00000522369.5	ENSP00000429841.1	ENSG00000034677.13				HGNC:13432	13432														
E7EQ64	NA			AC244472		ENST00000486171.5,ENST00000633245.1	ENSP00000417854.1,ENSP00000487956.1	ENSG00000204983.15,ENSG00000274247.4				HGNC:9475	9475		IPR001254,IPR001314,IPR009003,IPR018114,IPR033116,IPR043504,IPR050127			PF00089									
E7EQ68	NA			AC105206		ENST00000518039.1	ENSP00000429821.1	ENSG00000168495.13				HGNC:1080	1080														
E7EQ77	NA			AC018946		ENST00000379090.9	ENSP00000368383.5	ENSG00000196391.11				HGNC:33108	33108														
E7EQA9	NA			AC009299,AC009313		ENST00000405852.5	ENSP00000385487.1	ENSG00000136560.14				HGNC:11562	11562		IPR024581,IPR039669			PF12845									
E7EQD3	NA			AC005261		ENST00000443917.6	ENSP00000401642.2	ENSG00000131845.15	57343			HGNC:13505	13505		IPR001909,IPR013087,IPR036051,IPR036236			PF00096,PF01352		NP_001277247.1							
E7EQE4	NA			AC006454,AC093086,AC106040		ENST00000415369.5	ENSP00000390419.1	ENSG00000058404.21				HGNC:1461	1461		IPR000719,IPR008271,IPR011009			PF00069									
E7EQG5	NA			AC004836,AC004964,AC005099		ENST00000478080.5	ENSP00000417771.1	ENSG00000128536.16	222256			HGNC:26308	26308		IPR002126,IPR015919,IPR050971			PF00028		NP_001288090.1,XP_005250281.1							
E7EQG8	NA			AC069513,AC233280		ENST00000466475.5,ENST00000479406.5	ENSP00000417722.1,ENSP00000417757.1	ENSG00000145113.22				HGNC:7514	7514														
E7EQH0	NA			AC037459		ENST00000517500.5	ENSP00000429723.1	ENSG00000120896.14				HGNC:30907	30907		IPR003127			PF02208									
E7EQH1	NA			AP002748		ENST00000455748.6	ENSP00000405764.2	ENSG00000174483.20				HGNC:966	966		IPR011047,IPR028784,IPR032728,IPR056419			PF14779,PF23304									
E7EQH3	NA			AL353813,AL358975,AL445252		ENST00000462803.5	ENSP00000417715.1	ENSG00000106829.21				HGNC:11840	11840		IPR005617,IPR009146			PF03920									
E7EQI0	NA			AC132217		ENST00000381168.7	ENSP00000370560.3	ENSG00000180176.15				HGNC:11782	11782		IPR021164			PF12549									
E7EQI1	NA			AC005045,AC005068,AC006154,KF458496		ENST00000417608.1	ENSP00000394511.1	ENSG00000005471.19				HGNC:45	45														
E7EQI7	NA			AC009908,AC126366		ENST00000517845.5	ENSP00000429676.1	ENSG00000164961.16	9897			HGNC:28984	28984		IPR019393			PF10266		NP_001317538.1							
E7EQI9	NA			AC103680,AC104339,AF181450,KF458797		ENST00000521375.5	ENSP00000429666.1	ENSG00000079102.18				HGNC:1535	1535		IPR013289												
E7EQJ0	NA			AC136604		ENST00000521116.5	ENSP00000429661.1	ENSG00000169045.18				HGNC:5041	5041		IPR000504,IPR012677,IPR035979,IPR050666			PF00076									
E7EQJ1	NA			AC103680,AC104339,AF181450,KF458797		ENST00000519422.5,ENST00000519577.5,ENST00000521897.5	ENSP00000429587.1,ENSP00000429653.1,ENSP00000430084.1	ENSG00000079102.18				HGNC:1535	1535														
E7EQK6	NA			AC008906,AC008951,AC020900,AC099509,AC104125,AC108107,KC877037,KC877041		ENST00000508197.1	ENSP00000422831.1	ENSG00000310517.1							IPR026998												
E7EQL2	NA			AC020593		ENST00000513409.1	ENSP00000422802.1	ENSG00000109182.12	80157			HGNC:26133	26133		IPR036691,IPR051916,IPR053911,IPR053912,IPR057315			PF23021,PF23022,PF23226		NP_001273720.1							
E7EQL5	NA			AC064826,AC068039		ENST00000435234.5,ENST00000709743.1	ENSP00000410807.1,ENSP00000517855.1	ENSG00000077380.16,ENSG00000292102.1				HGNC:2964	2964		IPR025956,IPR050687			PF11540									
E7EQM7	NA			AC000093		ENST00000406172.6	ENSP00000385356.2	ENSG00000184702.20				HGNC:9164	9164		IPR016491,IPR027417,IPR030379			PF00735									
E7EQN4	NA			AC007462,AC007560,AC007680,AC007682,AC009234,AC010721,AC068715,AC068725,AC069550,AC078994		ENST00000405581.3	ENSP00000385310.1	ENSG00000179915.25	9378			HGNC:8008	8008		IPR000742,IPR001791,IPR013320,IPR050372			PF02210		NP_001317010.1							
E7EQP3	NA			AC012358,AC093165		ENST00000428621.5	ENSP00000401526.1	ENSG00000162994.16				HGNC:26453	26453														
E7EQQ5	NA			AC015691,AC025016,AC109341,AC131574,KF455315		ENST00000412903.1	ENSP00000388031.1	ENSG00000132256.20				HGNC:16276	16276		IPR000315,IPR001841,IPR013083,IPR017907,IPR027370,IPR050143			PF00643,PF13445									
E7EQR1	NA			AC104650,KF459594		ENST00000457650	ENSP00000390311	ENSG00000125089				HGNC:26009	26009														
E7EQR6	NA			AL135914		ENST00000392168.6	ENSP00000376008.2	ENSG00000120438.12	6950			HGNC:11655	11655		IPR002423,IPR017998,IPR027409,IPR027410,IPR027413			PF00118		NP_001008897.1							
E7EQT2	NA			AC069513,AC233280		ENST00000480843.5	ENSP00000417657.1	ENSG00000145113.22				HGNC:7514	7514		IPR003886,IPR051495			PF06119									
E7EQT5	NA			AL137120,AL356580		ENST00000497270.5	ENSP00000417647.1	ENSG00000065150.21				HGNC:6402	6402		IPR001494,IPR011989,IPR016024,IPR040122			PF25780									
E7EQU2	NA			AC064826,AC068039		ENST00000425485.5,ENST00000709747.1	ENSP00000394492.1,ENSP00000517859.1	ENSG00000077380.16,ENSG00000292102.1				HGNC:2964	2964		IPR025956			PF11540									
E7EQU6	NA			AC022001,AC090939,KF457586,KF457588		ENST00000418000.5	ENSP00000394439.1	ENSG00000144560.16				HGNC:28966	28966		IPR028184			PF15245									
E7EQV8	NA			AC025647,AP001574		ENST00000523167.1	ENSP00000429549.1	ENSG00000034677.13				HGNC:13432	13432														
E7EQW0	NA			AC044797		ENST00000508426.6	ENSP00000429545.1	ENSG00000249437.8				HGNC:7634	7634		IPR001370,IPR003593,IPR007111,IPR027417,IPR028789,IPR032675,IPR040535,IPR053882			PF00653,PF05729,PF17889,PF22524									
E7EQW1	NA			AC092375		ENST00000518761.8	ENSP00000429543.4	ENSG00000185864.20				HGNC:41985	41985		IPR009443,IPR054697			PF06409									
E7EQW3	NA			AC103680,AC104339,AF181450,KF458797		ENST00000522467.5	ENSP00000429532.1	ENSG00000079102.18				HGNC:1535	1535		IPR003894,IPR013289,IPR037249			PF07531									
E7EQW7	NA			AC103680,AC104339,AF181450,KF458797		ENST00000517919.6	ENSP00000429506.2	ENSG00000079102.17				HGNC:1535	1535		IPR013289												
E7EQY1	NA			AC022201		ENST00000430566.6	ENSP00000397269.1	ENSG00000035141.10	84908			HGNC:25911	25911		IPR008560			PF05811		NP_001316681.1							
E7EQY2	NA			AC007879,AC008062		ENST00000426163.5	ENSP00000397245.1	ENSG00000118263.16				HGNC:6350	6350														
E7EQY3	NA			AC005392		ENST00000404580.1	ENSP00000385250.1	ENSG00000204941.14				HGNC:9522	9522		IPR003598,IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050831			PF07686,PF13895,PF13927									
E7EQY6	NA			AC244102		ENST00000422085.5,ENST00000709983.1	ENSP00000397216.1,ENSP00000517969.1	ENSG00000183305.14,ENSG00000292187.1				HGNC:19340	19340		IPR021072			PF12440									
E7EQZ6	NA			AC092435,AC093887,AC097497,AC106050		ENST00000508306.5	ENSP00000422648.1	ENSG00000137473.19				HGNC:29936	29936		IPR011990,IPR051476												
E7EQZ7	NA			AC116353		ENST00000508301.5	ENSP00000422641.1	ENSG00000113141.19				HGNC:5958	5958		IPR012916,IPR039896			PF07808									
E7ER05	NA			AC104024,AL353996		ENST00000584950.5	ENSP00000463582.1	ENSG00000240505.9				HGNC:18153	18153		IPR015384,IPR022317			PF09305									
E7ER21	NA			AC131097		ENST00000418831.1,ENST00000630560.1	ENSP00000390296.1,ENSP00000486779.1	ENSG00000188389.12,ENSG00000276977.3				HGNC:8760	8760		IPR013783,IPR042379												
E7ER27	NA			AC010409,AC024564,KC877082		ENST00000442060.7	ENSP00000390208.3	ENSG00000133835.18				HGNC:5213	5213		IPR002347,IPR020904,IPR029069,IPR036291,IPR051687,IPR054357,IPR057326			PF00106,PF22622									
E7ER35	NA			AC244102		ENST00000453150.5,ENST00000709985.1	ENSP00000413384.1,ENSP00000517970.1	ENSG00000183305.14,ENSG00000292187.1				HGNC:19340	19340		IPR002190,IPR021072,IPR037445,IPR041898			PF12440									
E7ER40	NA			AL354719,AL513043		ENST00000515594.5	ENSP00000425338.1	ENSG00000118482.12				HGNC:8921	8921		IPR001965,IPR003618,IPR011011,IPR012921,IPR013083,IPR019787,IPR036575			PF00628,PF07500,PF07744									
E7ER47	NA			AC079839,AC097377		ENST00000457525.5	ENSP00000405511.1	ENSG00000163032.12				HGNC:12722	12722		IPR002048,IPR011992,IPR018247,IPR028846			PF00036,PF13202									
E7ER58	NA			AC023983,AC090772		ENST00000399441.4	ENSP00000382370.4	ENSG00000141447.19				HGNC:16398	16398		IPR002110,IPR036770			PF12796									
E7ER64	NA			AC098935		ENST00000367095.7	ENSP00000356062.3	ENSG00000162892.16				HGNC:11346	11346														
E7ER68	NA			AC011134		ENST00000521166.5	ENSP00000429491.1	ENSG00000176853.16	157769			HGNC:26306	26306		IPR028091,IPR028097,IPR039199			PF14647,PF14648		NP_001304847.1							
E7ER80	NA			AC103724		ENST00000517922.5	ENSP00000429435.1	ENSG00000070718.13				HGNC:570	570		IPR001392,IPR011012,IPR018240,IPR022775,IPR028565,IPR036168,IPR050431			PF00928,PF01217									
E7ER83	NA			AC021148		ENST00000509391.1	ENSP00000422603.1	ENSG00000109814.12				HGNC:12525	12525		IPR001732,IPR028356,IPR036291			PF03721									
E7ER86	NA			AC069257		ENST00000446494.1	ENSP00000410605.1	ENSG00000213123.11				HGNC:28482	28482		IPR005334,IPR038586			PF03645									
E7ER95	NA			AC021148		ENST00000505698.1	ENSP00000422565.1	ENSG00000109814.12				HGNC:12525	12525		IPR001732,IPR028356,IPR036291			PF03721									
E7ERB5	NA			AC072051		ENST00000443281.1	ENSP00000397096.1	ENSG00000197632.9				HGNC:8584	8584		IPR000215,IPR023796,IPR036186,IPR042178			PF00079									
E7ERC4	NA			AC009967		ENST00000422006.5	ENSP00000397029.1	ENSG00000138385.16				HGNC:11316	11316		IPR000504,IPR002344,IPR006630,IPR012677,IPR035979,IPR036388,IPR036390,IPR045180			PF00076,PF05383									
E7ERC7	NA			AP000824,AP001093,AP003486		ENST00000426933.6	ENSP00000413345.2	ENSG00000120451.11				HGNC:21532	21532		IPR013937			PF08628									
E7ERE1	NA			AC013403		ENST00000426119.5	ENSP00000401347.1	ENSG00000138074.15				HGNC:11041	11041		IPR001734,IPR038377,IPR051163												
E7ERE6	NA			AL022718,AL121601,AL355476,AL391241,AL512268		ENST00000458176.5	ENSP00000401309.1	ENSG00000101972.20				HGNC:11355	11355														
E7ERG9	NA			AC005090,AC006044,KF458428		ENST00000454513.5	ENSP00000413233.1	ENSG00000180347.15				HGNC:27363	27363		IPR029325,IPR043444			PF14722									
E7ERH4	NA			AC064826,AC068039		ENST00000411953.5,ENST00000709740.1	ENSP00000405454.1,ENSP00000517852.1	ENSG00000077380.16,ENSG00000292102.1				HGNC:2964	2964														
E7ERH8	NA			AC005250,AC006477,AC073127		ENST00000448002.6	ENSP00000405434.2	ENSG00000161040.19				HGNC:21658	21658		IPR001611,IPR001810,IPR006553,IPR032675,IPR036047			PF12937,PF13516									
E7ERI6	NA			AL662870		ENST00000437124.6	ENSP00000394273.2	ENSG00000204580.14				HGNC:2730	2730		IPR000421,IPR008979			PF00754									
