Uniprot_ID	KEGG_rno	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
A0A8I6AHC1	NA														IPR001110,IPR003010,IPR036526			PF00795									
A0A8I6AHC3	NA								362331						IPR051176					XP_008761060.2,XP_008773909.2,XP_038964920.1							
A0A8I6AHC9	NA														IPR019163			PF09766									
A0A8I6AHD0	NA														IPR033367			PF14965									
A0A8I6AHD1	NA								116478						IPR002110,IPR011646,IPR013761,IPR036770,IPR052771,IPR057092			PF00023,PF07693,PF12796,PF13637,PF23307		XP_038967545.1							
A0A8I6AHD3	NA																										
A0A8I6AHD4	NA								304201						IPR000195,IPR035969,IPR050302			PF00566		NP_001418970.1							
A0A8I6AHE1	NA														IPR000286,IPR023696,IPR023801,IPR037138			PF00850									
A0A8I6AHE2	NA														IPR001680,IPR015943,IPR025956,IPR036322,IPR050687			PF00400,PF11540									
A0A8I6AHE6	NA														IPR003604,IPR013087,IPR036236,IPR051845			PF12874									
A0A8I6AHF2	NA														IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050150			PF07686									
A0A8I6AHF5	NA														IPR022782,IPR051825			PF03915									
A0A8I6AHF7	NA														IPR000008,IPR000980,IPR001452,IPR001849,IPR001936,IPR008936,IPR011993,IPR023152,IPR035652,IPR035841,IPR035842,IPR035892,IPR036028,IPR036860,IPR039360			PF00017,PF00018,PF00168,PF00169,PF00616									
A0A8I6AHG0	NA														IPR001478,IPR036034,IPR050614			PF00595									
A0A8I6AHG5	NA																										
A0A8I6AHG8	NA														IPR001357,IPR002706,IPR008979,IPR036420			PF00533,PF01834									
A0A8I6AHH4	NA														IPR031478,IPR039062			PF15743									
A0A8I6AHH9	NA																										
A0A8I6AHI0	NA														IPR026120			PF14972									
A0A8I6AHI8	NA																										
A0A8I6AHJ2	NA																										
A0A8I6AHJ5	NA																										
A0A8I6AHJ9	NA														IPR005522												
A0A8I6AHK7	NA														IPR003598,IPR003599,IPR007110,IPR013106,IPR013162,IPR013783,IPR036179			PF07686,PF08205,PF13927									
A0A8I6AHK8	NA								308986						IPR039493,IPR039587			PF14940	R-RNO-6803211	NP_001387559.1,XP_008772881.1,XP_017445172.1,XP_063119335.1,XP_063119341.1,XP_063119343.1,XP_063119349.1,XP_063119359.1							
A0A8I6AHL0	NA														IPR029297			PF15310									
A0A8I6AHL3	NA														IPR001079,IPR013320,IPR044156			PF00337									
A0A8I6AHL5	NA								688311						IPR006689,IPR027417			PF00025		NP_001385878.1,XP_002724630.1,XP_003751033.1,XP_063125944.1							
A0A8I6AHM0	NA														IPR002209,IPR008996			PF00167									
A0A8I6AHM2	NA																										
A0A8I6AHM9	NA														IPR036621,IPR052600												
A0A8I6AHP2	NA														IPR000679,IPR000949,IPR001005,IPR001025,IPR009057,IPR017884,IPR035170,IPR040138,IPR043151			PF00249,PF00320,PF01426,PF01448,PF17226		XP_008763175.1							
A0A8I6AHP6	NA																										
A0A8I6AHP7	NA																										
A0A8I6AHP9	NA														IPR013087,IPR036236,IPR050826			PF00096,PF13465									
A0A8I6AHQ0	NA														IPR001965,IPR011011,IPR013083,IPR034732,IPR051188			PF13771									
A0A8I6AHQ4	NA														IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050150			PF07686	R-RNO-166663,R-RNO-173623,R-RNO-198933,R-RNO-202733,R-RNO-2029481,R-RNO-2029482,R-RNO-2029485,R-RNO-2168880,R-RNO-2454202,R-RNO-2730905,R-RNO-2871796,R-RNO-2871809,R-RNO-2871837,R-RNO-5690714,R-RNO-977606,R-RNO-983695								
A0A8I6AHR0	NA														IPR021280,IPR052724			PF11028									
A0A8I6AHR3	NA								100364568						IPR006569,IPR008942,IPR047885			PF04818	R-RNO-6807505	XP_063137165.1							
A0A8I6AHR8	NA														IPR007110,IPR013783,IPR036179,IPR050199												
A0A8I6AHS0	NA														IPR031526			PF15769									
A0A8I6AHS3	NA																										
A0A8I6AHS7	NA																										
A0A8I6AHT0	NA																										
A0A8I6AHT2	NA								313598						IPR010507,IPR011017,IPR021893,IPR051284			PF06467,PF12012,PF24900,PF25561		XP_063143830.1							
A0A8I6AHT3	NA														IPR003439,IPR013525,IPR027417,IPR050352			PF00005,PF01061									
A0A8I6AHT9	NA																										
A0A8I6AHU2	NA														IPR026638,IPR032715			PF13820									
A0A8I6AHU5	NA														IPR002048,IPR002067,IPR002167,IPR011992,IPR018108,IPR023395			PF00153,PF13499,PF13833									
A0A8I6AHU8	NA																										
A0A8I6AHU9	rno:500046								500046						IPR025883,IPR057106	rno:500046		PF12733,PF24536		NP_001418724.1,XP_001059531.1,XP_002729333.2							
A0A8I6AHV2	NA																										
A0A8I6AHV5	NA								293856						IPR001478,IPR036034,IPR051971			PF00595		XP_006229627.1							
A0A8I6AHV8	NA																										
A0A8I6AHW0	NA														IPR005172,IPR028307,IPR033467			PF03638									
A0A8I6AHW2	NA														IPR001909,IPR013087,IPR036051,IPR036236			PF00096,PF01352									
A0A8I6AHX0	NA																										
A0A8I6AHX4	NA																										
A0A8I6AHX5	NA																										
A0A8I6AHX9	NA																										
A0A8I6AHY2	NA														IPR000608,IPR016135,IPR023313,IPR050113			PF00179									
A0A8I6AHY8	NA																										
A0A8I6AHZ1	rno:681043																										
A0A8I6AHZ2	NA														IPR000668,IPR013128,IPR013201,IPR025660,IPR025661,IPR038765,IPR039417			PF00112,PF08246									
A0A8I6AI00	NA								291906						IPR000608,IPR016135,IPR050113			PF00179		XP_063133935.1							
A0A8I6AI11	NA														IPR001849,IPR002219,IPR004012,IPR011993,IPR025258,IPR037213,IPR042827,IPR047326,IPR051366			PF02759,PF13901									
A0A8I6AI24	NA														IPR002048,IPR011992,IPR018247			PF13833									
A0A8I6AI30	NA														IPR001849,IPR011993,IPR040392			PF00169,PF25541									
A0A8I6AI32	NA																										
A0A8I6AI40	NA																										
A0A8I6AI41	NA														IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050150			PF07686	R-RNO-166663,R-RNO-173623,R-RNO-198933,R-RNO-202733,R-RNO-2029481,R-RNO-2029482,R-RNO-2029485,R-RNO-2168880,R-RNO-2454202,R-RNO-2730905,R-RNO-2871796,R-RNO-2871809,R-RNO-2871837,R-RNO-5690714,R-RNO-977606,R-RNO-983695								
A0A8I6AI48	NA																										
A0A8I6AI49	NA														IPR022248,IPR042315			PF12606									
A0A8I6AI51	NA														IPR029071,IPR032443			PF16207									
A0A8I6AI54	NA								361323						IPR017920,IPR037361			PF07258,PF21672		NP_001415773.1							
A0A8I6AI56	NA																										
A0A8I6AI61	NA																										
A0A8I6AI63	NA														IPR000626,IPR022617,IPR029071,IPR046332			PF11976									
A0A8I6AI65	NA								361128						IPR000421,IPR008979			PF00754		NP_001386348.1,XP_006252970.1,XP_063131578.1							
A0A8I6AI67	NA																										
A0A8I6AI70	NA																										
A0A8I6AI73	rno:302638								302638						IPR002190,IPR037445,IPR041898,IPR041899	rno:302638		PF01454		XP_228890.1							
A0A8I6AI76	NA														IPR001849,IPR011993,IPR016024,IPR021816,IPR026791,IPR027007,IPR027357,IPR035892,IPR037809,IPR043161,IPR043162,IPR046769,IPR046770,IPR046773			PF00169,PF06920,PF11878,PF14429,PF20421,PF20422									
A0A8I6AI79	NA														IPR012617,IPR025160,IPR039223			PF08164,PF13339									
A0A8I6AI85	NA																										
A0A8I6AI86	NA																										
A0A8I6AI90	NA														IPR001870,IPR003034,IPR003877,IPR013320,IPR027417,IPR035778,IPR036361,IPR043136			PF00622,PF02037,PF13671									
A0A8I6AI99	NA														IPR000162,IPR000337,IPR001786,IPR001828,IPR011500,IPR017978,IPR017979,IPR028082,IPR038550,IPR050726			PF00003,PF01094,PF07562									
A0A8I6AIA3	NA																										
A0A8I6AIA4	NA														IPR028106			PF15147									
A0A8I6AIA5	NA														IPR000719,IPR011009,IPR013543,IPR017441,IPR032710			PF00069,PF08332									
A0A8I6AIA7	NA																										
A0A8I6AIB5	NA																										
A0A8I6AIB9	NA																										
A0A8I6AIC1	NA								294883						IPR000504,IPR012677,IPR017347,IPR035979,IPR051186			PF00076		XP_017446213.1,XP_017446214.1,XP_017446216.1,XP_038957882.1							
A0A8I6AIC4	NA																										
A0A8I6AIC7	NA														IPR026302,IPR027417			PF13671									
A0A8I6AID4	NA								100910419						IPR001680,IPR009146,IPR015943,IPR036322			PF00400		NP_001419140.1,XP_017443459.1,XP_017456929.1							
A0A8I6AID6	NA														IPR000198,IPR000980,IPR002219,IPR008936,IPR020454,IPR035840,IPR036860,IPR037860,IPR046349,IPR051854			PF00017,PF00130,PF00620									
A0A8I6AID7	NA														IPR040342,IPR056498			PF23281									
A0A8I6AIE6	NA																										
A0A8I6AIE7	NA																										
A0A8I6AIE9	NA																										
A0A8I6AIF0	NA														IPR007110,IPR013783,IPR050504,IPR053896			PF22705									
A0A8I6AIF7	NA														IPR001464,IPR002390,IPR018252,IPR018502,IPR037104			PF00191									
A0A8I6AIF9	NA																										
A0A8I6AIG4	NA								498154						IPR019327			PF10180		XP_006249021.1							
A0A8I6AIG8	NA																										
A0A8I6AIH2	NA																										
A0A8I6AIH3	NA								83515						IPR000504,IPR006536,IPR012677,IPR021790,IPR035979			PF00076,PF11835,PF13893		XP_006238271.1,XP_038966776.1							
A0A8I6AIH7	NA																										
A0A8I6AIH8	NA																										
A0A8I6AII2	NA																										
A0A8I6AII5	NA														IPR003598,IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR042974			PF07686,PF13927									
A0A8I6AII7	NA														IPR016654												
A0A8I6AII9	NA																										
A0A8I6AIJ1	NA								100912261						IPR009932			PF07326		XP_063133036.1							
A0A8I6AIJ7	NA														IPR000276,IPR000725,IPR017452,IPR047940			PF13853									
A0A8I6AIK1	NA														IPR003598,IPR003599,IPR007110,IPR013098,IPR013783,IPR036179,IPR052615			PF07679,PF13927									
A0A8I6AIK7	NA								297383						IPR001849,IPR011072,IPR012966,IPR051364			PF08174		NP_001402781.1,XP_008761257.1,XP_008761276.1,XP_017458303.1							
A0A8I6AIK9	NA														IPR011990,IPR019734												
A0A8I6AIL1	NA																										
A0A8I6AIL2	NA																										
A0A8I6AIL4	NA														IPR003598,IPR003599,IPR007110,IPR013098,IPR013106,IPR013783,IPR036179,IPR050831			PF07679,PF07686									
A0A8I6AIL5	NA																										
A0A8I6AIL8	NA																										
A0A8I6AIM6	NA								307585						IPR006671,IPR012388,IPR036915			PF00134	R-RNO-69202,R-RNO-69656	NP_001402620.1							
A0A8I6AIM8	NA														IPR001251,IPR001936,IPR008936,IPR011993,IPR016024,IPR023152,IPR036865,IPR039360,IPR054071			PF00616,PF13716,PF21877									
A0A8I6AIN0	NA																										
A0A8I6AIN4	NA																										
A0A8I6AIN5	NA																										
A0A8I6AIN8	NA														IPR001012,IPR006577,IPR029071,IPR036249,IPR044541,IPR049483,IPR050730			PF00789,PF14555,PF21021									
A0A8I6AIN9	NA														IPR003598,IPR003599,IPR003961,IPR007110,IPR013098,IPR013783,IPR036116,IPR036179,IPR052385			PF07679,PF13927		XP_006226951.1,XP_006245368.1							
A0A8I6AIP6	NA														IPR022318,IPR053107												
A0A8I6AIP7	NA																										
A0A8I6AIQ0	NA														IPR000198,IPR008936			PF00620									
A0A8I6AIQ5	NA																										
A0A8I6AIQ6	NA														IPR001909,IPR013087,IPR036051,IPR036236			PF00096,PF01352,PF13465		XP_008773852.2							
A0A8I6AIQ7	NA														IPR011032,IPR013149,IPR013154,IPR020843,IPR036291,IPR042633			PF00107,PF08240									
A0A8I6AIR0	NA														IPR003439,IPR003593,IPR013525,IPR017871,IPR026082,IPR027417,IPR056264			PF00005,PF12698,PF23321									
A0A8I6AIR6	NA																										
A0A8I6AIR7	NA																										
A0A8I6AIS4	NA																										
A0A8I6AIT2	NA														IPR000591,IPR016137,IPR024066,IPR036284,IPR036305,IPR036388,IPR036390,IPR037956,IPR040759,IPR044926,IPR047016,IPR047017			PF00610,PF00615,PF18148									
A0A8I6AIT3	NA														IPR016090,IPR036444			PF05826									
A0A8I6AIT4	NA														IPR003650,IPR011598,IPR036638,IPR050370			PF00010									
A0A8I6AIT5	NA																										
A0A8I6AIU2	NA								290753						IPR006597,IPR011990,IPR019734,IPR052323			PF08238		XP_006253203.1,XP_006253205.1,XP_038950309.1							
A0A8I6AIU6	NA																										
A0A8I6AIV0	NA																										
A0A8I6AIV2	NA														IPR052825												
A0A8I6AIV4	NA																										
A0A8I6AIV8	rno:405111								405111						IPR000276,IPR000725,IPR017452,IPR047940	rno:405111		PF13853		NP_001000822.1							
A0A8I6AIW0	NA														IPR000315,IPR001841,IPR003649,IPR005225,IPR006689,IPR013083,IPR013087,IPR017907,IPR024156,IPR027370,IPR027417			PF00025,PF00643,PF13445									
A0A8I6AIW3	NA														IPR000504,IPR006535,IPR012677,IPR034538,IPR035979			PF00076									
A0A8I6AIW4	NA																										
A0A8I6AIW5	NA														IPR002737			PF01875									
A0A8I6AIW6	NA														IPR008496			PF05608									
A0A8I6AIW8	NA														IPR028258,IPR037821,IPR037822,IPR042855			PF00957,PF15277									
A0A8I6AIX3	NA														IPR002347,IPR013968,IPR036291,IPR057326			PF08659									
A0A8I6AIX6	NA																										
A0A8I6AIX7	NA														IPR035437,IPR042421												
A0A8I6AIY0	NA								65034						IPR001478,IPR036034			PF00595		NP_075229.2							
A0A8I6AIY2	NA														IPR001909,IPR013087,IPR036236			PF00096									
A0A8I6AIZ4	NA								311462						IPR000210,IPR011333,IPR011705,IPR012983,IPR038648			PF00651,PF07707,PF08005		XP_006235161.1							
A0A8I6AIZ6	NA																										
A0A8I6AIZ8	NA														IPR001660,IPR013761,IPR029515,IPR037620,IPR037621,IPR037622			PF00536,PF07647,PF25526									
A0A8I6AJ03	NA														IPR001012,IPR012989,IPR029071,IPR036241			PF00789,PF08059									
A0A8I6AJ05	NA																										
A0A8I6AJ06	NA														IPR000626,IPR009060,IPR015496,IPR015940,IPR029071,IPR047877,IPR047878			PF00240		XP_006243217.1							
A0A8I6AJ09	NA														IPR013783,IPR036179,IPR051694												
A0A8I6AJ10	NA								85246						IPR001060,IPR001202,IPR027267,IPR031160,IPR036020,IPR037957			PF00397,PF00611,PF16623		XP_006246891.1							
A0A8I6AJ19	rno:405043																										
A0A8I6AJ21	NA														IPR004244,IPR035300,IPR042566,IPR043636			PF02994,PF17490									
A0A8I6AJ22	NA																										
A0A8I6AJ24	NA														IPR001452,IPR035468,IPR036028,IPR050384			PF07653,PF14604									
A0A8I6AJ36	NA														IPR000994,IPR007865,IPR029149,IPR036005,IPR052433			PF00557,PF05195									
A0A8I6AJ37	NA								310999						IPR000219,IPR001849,IPR011993,IPR029071,IPR035899,IPR040181,IPR055251			PF00621,PF22697		NP_001402784.1							
A0A8I6AJ38	NA																										
A0A8I6AJ40	NA								103693432						IPR007052,IPR008978,IPR045250					NP_001386391.1,XP_008766443.1,XP_008773624.1							
A0A8I6AJ51	NA														IPR002938,IPR036188			PF01494									
A0A8I6AJ65	NA																										
A0A8I6AJ69	NA														IPR008758,IPR029058,IPR042269			PF05577									
A0A8I6AJ70	NA														IPR019325			PF10176									
A0A8I6AJ71	NA								100911320						IPR001909,IPR013087,IPR036051,IPR036236,IPR050527			PF00096,PF01352		NP_001396167.1,XP_006226387.1							
A0A8I6AJ72	NA																										
A0A8I6AJ76	NA														IPR004142,IPR029058			PF03096									
A0A8I6AJ79	rno:288559								288559						IPR029163	rno:288559		PF15476		NP_001418898.1,XP_008758445.1,XP_008767382.1							
A0A8I6AJ80	NA								304827						IPR003148,IPR003929,IPR013099,IPR036291,IPR047871			PF03493,PF07885,PF22614		XP_017454295.1,XP_063128383.1							
A0A8I6AJ92	NA																										
A0A8I6AJ94	NA																										
A0A8I6AJ98	NA																										
A0A8I6AJA4	NA																										
A0A8I6AJA5	NA														IPR032816			PF09335									
A0A8I6AJA6	rno:316552								316552						IPR001841,IPR013083,IPR042981,IPR052804	rno:316552		PF13639		NP_001418199.1,XP_006245372.1							
A0A8I6AJA7	NA														IPR026619,IPR044039			PF19016									
A0A8I6AJB4	NA																										
A0A8I6AJB5	NA																										
A0A8I6AJC2	NA																										
A0A8I6AJC8	NA																										
A0A8I6AJE3	NA			OP709923											IPR003598,IPR003599,IPR007110,IPR013151,IPR013783,IPR036179,IPR050412			PF00047,PF13895									
A0A8I6AJE7	NA																										
A0A8I6AJF0	NA														IPR000315,IPR001841,IPR003649,IPR003961,IPR013083,IPR013783,IPR017903,IPR017907,IPR027370,IPR036116,IPR050617			PF00041,PF00643,PF13445,PF22586									
A0A8I6AJF1	NA														IPR039153												
A0A8I6AJF2	NA														IPR004182,IPR011993,IPR031968,IPR051482			PF02893,PF16016									
A0A8I6AJF3	NA														IPR003680,IPR029039,IPR051545			PF02525									
A0A8I6AJF4	NA								287927						IPR000608,IPR016135			PF00179		XP_017453380.1							
A0A8I6AJF8	NA														IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050150			PF07686	R-RNO-166663,R-RNO-173623,R-RNO-198933,R-RNO-202733,R-RNO-2029481,R-RNO-2029482,R-RNO-2029485,R-RNO-2168880,R-RNO-2454202,R-RNO-2730905,R-RNO-2871796,R-RNO-2871809,R-RNO-2871837,R-RNO-5690714,R-RNO-977606,R-RNO-983695								
A0A8I6AJF9	NA																										
A0A8I6AJG0	NA								54293						IPR016137,IPR024066,IPR034951,IPR036305,IPR044926			PF00615		XP_017449089.1,XP_063144397.1							
A0A8I6AJG6	NA																										
A0A8I6AJG7	NA														IPR001452,IPR001841,IPR013083,IPR017907,IPR028511,IPR035792,IPR035822,IPR036028,IPR050384			PF00018,PF07653,PF13639									
A0A8I6AJH0	NA																										
A0A8I6AJH6	NA																										
A0A8I6AJH9	NA								691113						IPR018888			PF10573		XP_006225018.1,XP_006236747.1							
A0A8I6AJI0	NA														IPR035352			PF17397									
A0A8I6AJI1	NA														IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050150			PF07686									
A0A8I6AJI7	NA																										
A0A8I6AJJ0	NA								65201						IPR000938,IPR032108,IPR036859			PF01302,PF16641		XP_008767480.1							
A0A8I6AJJ3	NA																										
A0A8I6AJJ4	rno:498209																										
A0A8I6AJJ6	NA														IPR000340,IPR000387,IPR016130,IPR020422,IPR029021,IPR051029			PF00782									
A0A8I6AJJ7	NA														IPR009449,IPR040351			PF06428,PF25555									
A0A8I6AJJ8	NA														IPR001683,IPR007330,IPR036181,IPR036871,IPR051866			PF00787									
A0A8I6AJJ9	NA														IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR051287			PF07686									
A0A8I6AJK2	NA														IPR005024			PF03357									
A0A8I6AJK5	NA																										
A0A8I6AJK8	NA								361030						IPR021280,IPR052724			PF11028		XP_038949398.1							
A0A8I6AJL3	NA														IPR000299,IPR014352,IPR019748,IPR029071,IPR035963,IPR041390			PF18038									
A0A8I6AJL6	NA								293024						IPR000219,IPR001849,IPR002219,IPR011993,IPR035899,IPR041020,IPR046349,IPR051632			PF00621,PF17838		XP_038961477.1							
A0A8I6AJL9	rno:296311								296311						IPR000595,IPR014710,IPR018488,IPR018490	rno:296311		PF00027		NP_001291297.1							
A0A8I6AJM0	NA								364676						IPR026646,IPR032745			PF15235		NP_001387629.1							
A0A8I6AJM2	NA														IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050150			PF07686									
A0A8I6AJM4	NA																										
A0A8I6AJM7	NA														IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050671			PF07686,PF15330									
A0A8I6AJM9	NA																										
A0A8I6AJN1	NA								298107						IPR000566,IPR002345,IPR002971,IPR012674,IPR022272			PF00061		XP_038965406.1							
A0A8I6AJN2	NA																										
A0A8I6AJN3	NA														IPR000276,IPR000372,IPR001611,IPR002131,IPR003591,IPR017452,IPR032675			PF00001,PF00560,PF01462,PF13855									
A0A8I6AJN7	NA																										
A0A8I6AJP8	NA								293067						IPR000058,IPR002653,IPR035896,IPR050652			PF01428,PF01754		XP_006229567.1,XP_006229568.1,XP_063140894.1,XP_063140895.1,XP_063140907.1							
A0A8I6AJQ1	NA														IPR031670			PF15830									
A0A8I6AJQ2	NA														IPR013087,IPR036236			PF00096									
A0A8I6AJQ5	NA														IPR019025,IPR029071,IPR039895			PF09469									
A0A8I6AJQ9	NA																										
A0A8I6AJR5	NA														IPR013087,IPR036236												
A0A8I6AJR8	NA																										
A0A8I6AJS1	NA								297393						IPR002731,IPR039758,IPR043129			PF01869		XP_006236802.1							
A0A8I6AJT1	NA								84357						IPR001452,IPR035770,IPR035771,IPR035772,IPR036028,IPR050384			PF14604		XP_038956032.1							
A0A8I6AJU6	NA																										
A0A8I6AJU7	NA																										
A0A8I6AJV0	NA														IPR006603,IPR052241			PF04193									
A0A8I6AJV3	NA								59318						IPR003598,IPR003599,IPR007110,IPR013098,IPR013783,IPR036179,IPR050876			PF07679,PF13927		XP_038958935.1							
A0A8I6AJV4	NA														IPR002059,IPR011129,IPR012340,IPR050181												
A0A8I6AJV9	NA																										
A0A8I6AJW1	rno:308871								308871						IPR001841,IPR013083,IPR040176	rno:308871				NP_001101010.1,XP_063118894.1							
A0A8I6AJW3	NA														IPR003671,IPR042567			PF02513									
A0A8I6AJW7	rno:405392								405392						IPR000276,IPR000725,IPR017452	rno:405392		PF13853		NP_001001018.1							
A0A8I6AJX3	NA														IPR018865			PF10494									
A0A8I6AJX4	NA																										
A0A8I6AJX6	NA														IPR039284												
A0A8I6AJX9	NA														IPR014720,IPR021859			PF11952									
A0A8I6AJY5	NA																										
A0A8I6AJY6	NA																										
A0A8I6AJY7	NA																										
A0A8I6AJY8	NA								288744						IPR032764,IPR040006			PF15327		XP_006221450.1,XP_006249638.1							
A0A8I6AJY9	NA																	PF02389									
A0A8I6AJZ0	NA								361898						IPR002110,IPR036770			PF00023,PF12796		XP_017446441.1,XP_017446442.1,XP_017446443.1,XP_038958488.1,XP_038958489.1,XP_038958490.1,XP_038958491.1,XP_038958493.1,XP_063138103.1,XP_063138104.1							
A0A8I6AJZ1	NA																										
A0A8I6AJZ4	NA																										
A0A8I6AJZ5	NA																										
A0A8I6AJZ9	NA														IPR001599,IPR002890,IPR008930,IPR009048,IPR010916,IPR011625,IPR011626,IPR013783,IPR014756,IPR019742,IPR036595,IPR040839,IPR041555,IPR041813,IPR047565,IPR050473			PF00207,PF01835,PF07677,PF07678,PF07703,PF17789,PF17791									
A0A8I6AK04	NA														IPR000904,IPR001849,IPR011993,IPR023394,IPR035999			PF00169,PF01369									
A0A8I6AK08	NA														IPR003719			PF02567									
A0A8I6AK09	NA														IPR008775			PF05721									
A0A8I6AK18	NA																										
A0A8I6AK21	NA														IPR000010,IPR001713,IPR046350			PF00031									
A0A8I6AK24	NA														IPR006797,IPR037365			PF04707									
A0A8I6AK29	NA														IPR002164,IPR037231			PF00956									
A0A8I6AK34	NA																										
A0A8I6AK42	NA																										
A0A8I6AK50	NA																										
A0A8I6AK51	NA														IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050150			PF07686	R-RNO-166663,R-RNO-173623,R-RNO-198933,R-RNO-202733,R-RNO-2029481,R-RNO-2029482,R-RNO-2029485,R-RNO-2168880,R-RNO-2454202,R-RNO-2730905,R-RNO-2871796,R-RNO-2871809,R-RNO-2871837,R-RNO-5690714,R-RNO-977606,R-RNO-983695								
A0A8I6AK56	NA														IPR001478,IPR036034,IPR041489,IPR043545			PF00595,PF17820									
A0A8I6AK58	NA																										
A0A8I6AK59	NA								360921						IPR004012,IPR037213,IPR047334,IPR047335			PF02759		NP_001388543.1,XP_008768269.1							
A0A8I6AK60	NA														IPR027987			PF15209									
A0A8I6AK62	NA																										
A0A8I6AK63	NA																										
A0A8I6AK69	NA																										
A0A8I6AK71	NA								680111						IPR002719,IPR002720,IPR013763,IPR015030,IPR024599,IPR028309,IPR036915			PF01857,PF01858,PF08934,PF11934		XP_038961768.1							
A0A8I6AK72	NA																										
A0A8I6AK77	NA														IPR001478,IPR021922,IPR036034,IPR052213			PF00595,PF12053									
A0A8I6AK80	NA																										
A0A8I6AK81	NA																										
A0A8I6AK87	NA																										
A0A8I6AK88	NA																										
A0A8I6AK90	NA																										
A0A8I6AK93	NA														IPR012677,IPR039884,IPR053800			PF22877									
A0A8I6AKA1	NA														IPR001194,IPR005112,IPR005113,IPR037516,IPR043153,IPR051942			PF02141,PF03455,PF03456		XP_008757959.1							
A0A8I6AKA7	NA														IPR007110,IPR013106,IPR013783,IPR036179,IPR050150			PF07686									
A0A8I6AKA8	NA																										
A0A8I6AKB0	NA								288527						IPR003697,IPR029001			PF02545		XP_006249063.1							
A0A8I6AKB1	NA								65201						IPR000938,IPR032108,IPR036859			PF01302,PF16641		XP_063127714.1							
A0A8I6AKB4	NA																										
A0A8I6AKB6	NA																										
A0A8I6AKC1	NA																										
A0A8I6AKC5	NA														IPR002048,IPR011992,IPR018247,IPR035798,IPR051001			PF13202,PF13499									
A0A8I6AKC6	NA																										
A0A8I6AKC9	NA														IPR000156,IPR011993,IPR045255			PF00638									
A0A8I6AKD3	NA								305450						IPR000980,IPR001849,IPR011993,IPR035847,IPR035848,IPR036860			PF00017,PF00169		XP_006251310.1							
A0A8I6AKD4	NA																										
A0A8I6AKD7	NA														IPR000560,IPR029033,IPR050645			PF00328									
A0A8I6AKD9	NA																										
A0A8I6AKE0	NA																										
A0A8I6AKE1	rno:689230																										
A0A8I6AKE3	NA														IPR028241			PF10259									
A0A8I6AKG0	NA																										
A0A8I6AKG4	NA																										
A0A8I6AKG6	NA														IPR007110,IPR013106,IPR013783,IPR036179,IPR051006			PF07686									
A0A8I6AKG9	NA														IPR022782,IPR051825			PF03915									
A0A8I6AKH0	NA																										
A0A8I6AKH2	NA														IPR003671,IPR042567			PF02513									
A0A8I6AKH3	NA																										
A0A8I6AKH7	NA																										
A0A8I6AKI1	NA																										
A0A8I6AKI7	NA														IPR052845												
A0A8I6AKI8	NA																										
A0A8I6AKJ2	NA														IPR001909,IPR013087,IPR036051,IPR036236			PF00096,PF01352									
A0A8I6AKJ5	NA								292067						IPR041367,IPR052647			PF18044		XP_006255820.1							
A0A8I6AKJ8	NA														IPR001084,IPR027324			PF00418									
A0A8I6AKK2	NA														IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050199			PF07686	R-RNO-166663,R-RNO-173623,R-RNO-198933,R-RNO-202733,R-RNO-2029481,R-RNO-2029482,R-RNO-2029485,R-RNO-2168880,R-RNO-2454202,R-RNO-2730905,R-RNO-2871796,R-RNO-2871809,R-RNO-2871837,R-RNO-5690714,R-RNO-977606,R-RNO-983695								
A0A8I6AKK6	NA														IPR000169,IPR000668,IPR013128,IPR013201,IPR025660,IPR038765,IPR039417			PF00112,PF08246									
A0A8I6AKK9	NA														IPR011989,IPR016024,IPR045206,IPR048465,IPR055408			PF21047,PF23210									
A0A8I6AKL0	NA																										
A0A8I6AKL2	NA														IPR001680,IPR015943,IPR025956,IPR036322,IPR050687			PF00400,PF11540									
A0A8I6AKL7	NA														IPR007497,IPR030312			PF04402									
A0A8I6AKM3	NA								120093168						IPR052003					XP_038934007.1							
A0A8I6AKM7	NA														IPR001909,IPR013087,IPR036051,IPR036236			PF00096,PF01352		XP_003752039.1							
A0A8I6AKM8	NA														IPR022227			PF12576									
A0A8I6AKN0	NA														IPR001909,IPR013087,IPR036051,IPR036236,IPR050758			PF00096,PF01352									
A0A8I6AKN5	NA																										
