Uniprot_ID	KEGG_sce	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
A1Z9S3	dme:Dmel_CG33469			AE013599,BT132808,KX531843					2768832							dme:Dmel_CG33469				NP_001286422.1,NP_995836.1							
A1Z9S4	dme:Dmel_CG33468			AE013599,BT032736					2768833							dme:Dmel_CG33468				NP_995837.1							
A1Z9T0	dme:Dmel_CG12862			AE013599					36625						IPR031750	dme:Dmel_CG12862		PF15881		NP_610975.1							
A1Z9T6	dme:Dmel_CG12860			AE013599					36629						IPR006611	dme:Dmel_CG12860		PF07248		NP_610979.1							
A1Z9U0	dme:Dmel_CG30480			AE013599,BT057982					246640							dme:Dmel_CG30480				NP_001260976.1,NP_725409.1							
A1Z9W2	dme:Dmel_CG33506			AE013599,BT031299					3346177						IPR026620	dme:Dmel_CG33506			R-DME-9864848	NP_001014528.1							
A1Z9W8	dme:Dmel_CG12853			AE013599,BT031043,KX531901					50220							dme:Dmel_CG12853				NP_652377.1							
A1Z9Z1	NA			AE013599,BT125870					36689						IPR000253,IPR000467,IPR008984,IPR035624,IPR041591,IPR053027			PF00498,PF01585,PF17780		NP_725443.1							
A1ZA08	dme:Dmel_CG30472			AE013599					246634							dme:Dmel_CG30472				NP_725463.2							
A1ZA23	dme:Dmel_CG8192			AE013599,BT133044					36723						IPR002557,IPR036508,IPR052976	dme:Dmel_CG8192		PF01607		NP_611047.2							
A1ZA59	dme:Dmel_CG33463			AE013599					2768844						IPR010512	dme:Dmel_CG33463		PF06477		NP_995846.1							
A1ZA86	dme:Dmel_CG8401			AE013599					36770						IPR031751	dme:Dmel_CG8401		PF15882		NP_725520.3							
A1ZA99	dme:Dmel_CG30095			AE013599					246453							dme:Dmel_CG30095				NP_725529.1							
A1ZAD2	dme:Dmel_CG7755			AE013599,BT044395					36816						IPR024084	dme:Dmel_CG7755		PF00180		NP_611110.2							
A1ZAD5	dme:Dmel_CG30099			AE013599					36818							dme:Dmel_CG30099				NP_611112.1							
A1ZAG1	dme:Dmel_CG4398			AE013599					36838						IPR010629	dme:Dmel_CG4398		PF06757		NP_611126.1							
A1ZAG3	dme:Dmel_CG4409			AE013599					36840						IPR010629	dme:Dmel_CG4409		PF06757		NP_001097337.1							
A1ZAG7	dme:Dmel_CG15712			AE013599					36843						IPR010629	dme:Dmel_CG15712		PF06757		NP_611131.2							
A1ZAI8	dme:Dmel_CG15617			AE013599,BT050491					36871						IPR001478,IPR036034,IPR050604	dme:Dmel_CG15617		PF00595		NP_611151.1							
A1ZAJ3	dme:Dmel_CG5267			AE013599					36875						IPR036084,IPR051368	dme:Dmel_CG5267				NP_611154.1							
A1ZAJ6	dme:Dmel_CG15919			AE013599,KX531750					50216						IPR032134	dme:Dmel_CG15919		PF16086		NP_652374.2							
A1ZAJ7	dme:Dmel_CG15615			AE013599,BT030159					36882						IPR009078,IPR032134	dme:Dmel_CG15615		PF16086		NP_611159.2							
A1ZAL4	dme:Dmel_CG8910			AE013599,BT053672					36896						IPR001841,IPR013083,IPR047126	dme:Dmel_CG8910		PF13920		NP_611167.2							
A1ZAM0	dme:Dmel_CG6665			AE013599					36903						IPR010876	dme:Dmel_CG6665		PF07406		NP_725632.1							
A1ZAP1	NA			AE013599,BT150403					36918						IPR019141			PF09741		NP_611183.1							
A1ZAQ6	dme:Dmel_CG15605			AE013599,KX531285					36933						IPR006575,IPR016135,IPR040213	dme:Dmel_CG15605		PF05773		NP_611191.1							
A1ZAR4	dme:Dmel_CG30457			AE013599					36940							dme:Dmel_CG30457				NP_611198.1							
A1ZAR6	dme:Dmel_CG10950			AE013599					36942						IPR011989,IPR013598,IPR016024,IPR051345	dme:Dmel_CG10950		PF08389,PF24138		NP_611200.2							
A1ZAR7	dme:Dmel_CG18469			AE013599					36943							dme:Dmel_CG18469				NP_611201.2							
A1ZAW6	dme:Dmel_CG30105			AE013599					246459						IPR013924	dme:Dmel_CG30105		PF08615		NP_725699.1							
A1ZAX7	dme:Dmel_CG42562			AE013599					37008							dme:Dmel_CG42562				NP_611245.2							
A1ZAY4	dme:Dmel_CG4984			AE013599,BT044241					37017						IPR004031,IPR050579	dme:Dmel_CG4984		PF13903		NP_001137695.1,NP_611254.2							
A1ZAZ6	dme:Dmel_CG14488			AE013599,BT032715					37030							dme:Dmel_CG14488				NP_611266.2							
A1ZAZ8	dme:Dmel_CG6362			AE013599					37032							dme:Dmel_CG6362				NP_611268.1							
A1ZB09	dme:Dmel_CG30325			AE013599					246541							dme:Dmel_CG30325				NP_725733.1							
A1ZB10	dme:Dmel_CG30110			AE013599					246462							dme:Dmel_CG30110				NP_725734.1							
A1ZB12	dme:Dmel_CG14492			AE013599					37045						IPR010512	dme:Dmel_CG14492		PF06477		NP_611275.2							
A1ZB13	dme:Dmel_CG14491			AE013599					37046						IPR010512	dme:Dmel_CG14491		PF06477		NP_611276.1							
A1ZB18	dme:Dmel_CG10910			AE013599					37052							dme:Dmel_CG10910				NP_611280.2							
A1ZB19	dme:Dmel_CG5773			AE013599,AM412909,AM412910,BT030789,KX531424					37053							dme:Dmel_CG5773				NP_001286557.1,NP_001286558.1,NP_611281.1							
A1ZB21	dme:Dmel_CG5767			AE013599					37055						IPR007931	dme:Dmel_CG5767		PF05267		NP_611283.1							
A1ZB23	dme:Dmel_CG14495			AE013599,BT030866					37056						IPR007931	dme:Dmel_CG14495		PF05267		NP_001286560.1,NP_611284.1							
A1ZB48	dme:Dmel_CG14500			AE013599,BT030776					37087						IPR001304,IPR016186,IPR016187	dme:Dmel_CG14500		PF00059	R-DME-1236978,R-DME-446203,R-DME-5621480,R-DME-6798695	NP_611309.1							
A1ZB49	dme:Dmel_CG30114			AE013599					246465							dme:Dmel_CG30114				NP_725765.1							
A1ZB54	dme:Dmel_CG18536			AE013599					37093						IPR010512	dme:Dmel_CG18536		PF06477		NP_611312.1							
A1ZB55	dme:Dmel_CG18537			AE013599					37094						IPR010512	dme:Dmel_CG18537		PF06477		NP_611313.1							
A1ZB56	dme:Dmel_CG18538			AE013599					37095						IPR010512	dme:Dmel_CG18538		PF06477		NP_611314.2							
A1ZB58	dme:Dmel_CG18540			AE013599,BT125585					37097						IPR010512	dme:Dmel_CG18540		PF06477		NP_611316.2							
A1ZBB5	dme:Dmel_CG33724			AE013599					3772206						IPR010512	dme:Dmel_CG33724		PF06477		NP_001027438.1							
A1ZBC3	dme:Dmel_CG15071			AE013599					37153							dme:Dmel_CG15071				NP_611360.1							
A1ZBG2	dme:Dmel_CG15115			AE013599					37192							dme:Dmel_CG15115				NP_611391.2							
A1ZBI1	dme:Dmel_CG33454			AE013599					2768850						IPR010512	dme:Dmel_CG33454		PF06477		NP_995887.1							
A1ZBI6	dme:Dmel_CG10476			AE013599					37210						IPR016181	dme:Dmel_CG10476				NP_611403.1							
A1ZBI8	dme:Dmel_CG18606			AE013599					37212						IPR016181	dme:Dmel_CG18606				NP_611405.2							
A1ZBI9	dme:Dmel_CG18607			AE013599,BT125109					37213						IPR016181	dme:Dmel_CG18607				NP_611406.1							
A1ZBJ7	dme:Dmel_CG34045			AE013599					3885656						IPR045860,IPR051110	dme:Dmel_CG34045			R-DME-8963889	NP_001033961.2							
A1ZBN7	dme:Dmel_CG18367			AE013599					37255						IPR032135	dme:Dmel_CG18367		PF16087		NP_663311.1							
A1ZBP5	dme:Dmel_CG15128			AE013599,BT133251					37263						IPR011990,IPR019734	dme:Dmel_CG15128				NP_611441.1							
A1ZBP6	dme:Dmel_CG15126			AE013599,BT126252,KX531800					50202							dme:Dmel_CG15126				NP_652363.1							
A1ZBQ7	dme:Dmel_CG13872			AE013599					37273							dme:Dmel_CG13872				NP_611449.1							
A1ZBR1	dme:Dmel_CG16898			AE013599,BT044252					37276						IPR004119,IPR011009,IPR015897	dme:Dmel_CG16898		PF02958		NP_611452.2							
A1ZBR3	dme:Dmel_CG11041			AE013599,KX531997					37278						IPR002048,IPR011992	dme:Dmel_CG11041				NP_611453.2							
A1ZBR6	dme:Dmel_CG11044			AE013599					37281						IPR001810,IPR032675,IPR036047	dme:Dmel_CG11044		PF12937		NP_611456.1							
A1ZBR8	dme:Dmel_CG13869			AE013599,BT124806					37283						IPR006631	dme:Dmel_CG13869		PF07841		NP_611458.2							
A1ZBT3	dme:Dmel_CG13871			AE013599					37303							dme:Dmel_CG13871				NP_611473.1							
A1ZBT8	dme:Dmel_CG13870			AE013599,BT044358					37308							dme:Dmel_CG13870				NP_611478.1							
A1ZBU6	dme:Dmel_CG30151			AE013599					246484							dme:Dmel_CG30151				NP_725968.1							
A1ZBU7	dme:Dmel_CG30154			AE013599					246487							dme:Dmel_CG30154				NP_665881.1							
A1ZBV0	dme:Dmel_CG13427			AE013599					37316							dme:Dmel_CG13427				NP_611486.1							
A1ZBX9	dme:Dmel_CG13437			AE013599					37343							dme:Dmel_CG13437				NP_611507.1							
A1ZBY2	dme:Dmel_CG13438			AE013599					37348							dme:Dmel_CG13438				NP_611510.1							
A1ZBY5	dme:Dmel_CG13443			AE013599					37351							dme:Dmel_CG13443				NP_611513.1							
A2RVG5	dme:Dmel_CG6006			AE014297,BT029956					41962						IPR005828,IPR005829,IPR020846,IPR036259	dme:Dmel_CG6006		PF00083		NP_001097812.1							
A2VEG3	dme:Dmel_CG8671			AE014134,BT030132					35400						IPR019448,IPR039931	dme:Dmel_CG8671		PF10358		NP_001137852.1							
A2VEH6	dme:Dmel_CG34160			AE014134,BT030145,KX532137					5740175							dme:Dmel_CG34160				NP_001097142.1							
A2VEH9	dme:Dmel_CG34169			AE014134,BT030148,BT030158,KX532019					5740400							dme:Dmel_CG34169				NP_001097170.1							
A2VEI5	dme:Dmel_CG34221			AE013599,BT030154,BT030184					5740574							dme:Dmel_CG34221				NP_001097255.2,NP_001286272.1							
A2VEJ9	NA			AE013599,BT030168					37411						IPR006569,IPR008942,IPR051485			PF04818		NP_001261119.1							
A2VEK1	dme:Dmel_CG34213			AE013599,BT030170,BT030183,KX531776					5740468						IPR008979	dme:Dmel_CG34213				NP_001097439.2							
A2VEM8	dme:Dmel_CG34236			AE013599,BT030197					5740183							dme:Dmel_CG34236				NP_001097303.2,NP_001286390.1							
A2VEQ2	dme:Dmel_CG34274			AE014297,BT030221,BT030238,BT030257,BT030258					5740212						IPR011990,IPR019734,IPR043195	dme:Dmel_CG34274				NP_001097807.1							
A2VEQ4	dme:Dmel_CG34287			AE014297,BT030223,BT030261					5740126							dme:Dmel_CG34287				NP_001097693.1							
A2VER2	dme:Dmel_CG42495			AE014296,BT030231,BT030251					8674004						IPR039632	dme:Dmel_CG42495				NP_001163464.1							
A2VES7	NA			AE014296,BT030246,KX531967					8673982											NP_001163410.1							
A2VEV0	dme:Dmel_CG34302			AE014297,BT030269					5740537							dme:Dmel_CG34302				NP_001097733.2							
A2VEV2	dme:Dmel_CG34323			AE014298,BT030271,BT030282					5740207						IPR000253,IPR008984	dme:Dmel_CG34323		PF00498		NP_001096962.1							
A2VEV6	NA			AE014297,BT030275,BT030296,KX532001					5740334											NP_001247365.1							
A2VEW8	dme:Dmel_CG34337			AE014298,BT030287					5740569							dme:Dmel_CG34337				NP_001096901.1							
A2VEX9	dme:Dmel_CG34305			AE014297,BT030298,KX531871					5740825							dme:Dmel_CG34305				NP_001097671.1							
A4V0A1	dme:Dmel_CG9131			AE014134,BT099532					44132						IPR006797,IPR037365	dme:Dmel_CG9131		PF04707		NP_001097094.1,NP_001137793.1,NP_001285653.1,NP_524705.1,NP_723148.1							
A4V1K1	NA			AE014296,AY075255					38741						IPR011333,IPR011705			PF07707		NP_729179.1,NP_729180.1,NP_996005.1							
A8DT49	dme:Dmel_CG34312			AE013599,BT029950					5740793							dme:Dmel_CG34312				NP_001097299.1,NP_001260947.1,NP_001286380.1							
A8DY46	dme:Dmel_CG34211			AE013599					5740219							dme:Dmel_CG34211				NP_001097195.1							
A8DY49	dme:Dmel_CG34215			AE013599,KX671617					5740170						IPR029277,IPR053308	dme:Dmel_CG34215		PF15430		NP_001097204.1							
A8DY51	dme:Dmel_CG12828			AE013599,BT126154					5740660							dme:Dmel_CG12828				NP_001097206.1							
A8DY52	dme:Dmel_CG11112			AE013599					35658							dme:Dmel_CG11112				NP_001097207.1							
A8DY55	dme:Dmel_CG34216			AE013599,BT125648					5740103						IPR031958	dme:Dmel_CG34216		PF16008		NP_001097213.2							
A8DY57	dme:Dmel_CG12824			AE013599,KX531725					35727							dme:Dmel_CG12824				NP_001097214.1							
A8DY64	dme:Dmel_CG34431			AE013599					5740655							dme:Dmel_CG34431				NP_001097223.1							
A8DY71	dme:Dmel_CG34218			AE013599					5740782							dme:Dmel_CG34218				NP_001097230.1							
A8DY73	dme:Dmel_CG34219			AE013599,KX671611					5740281							dme:Dmel_CG34219				NP_001097233.1,NP_001286217.1							
A8DYA0	dme:Dmel_CG34223			AE013599,BT124826					5740431							dme:Dmel_CG34223				NP_001097265.1							
A8DYA5	NA			AE013599,BT120055					36244						IPR001611,IPR001810,IPR006553,IPR032675,IPR036047			PF12937,PF13516		NP_001097272.1							
A8DYA9	dme:Dmel_CG34230			AE013599					5740558							dme:Dmel_CG34230				NP_001097277.1							
A8DYB1	dme:Dmel_CG34231			AE013599					5740811						IPR012677,IPR035979,IPR039599	dme:Dmel_CG34231				NP_001097280.2							
A8DYB2	dme:Dmel_CG13177			AE013599,BT132817					5740215							dme:Dmel_CG13177				NP_001097281.1,NP_001286332.1							
A8DYB4	NA			AE013599,BT100180					5740195											NP_001097283.1							
A8DYB9	dme:Dmel_CG30044			AE013599					36371							dme:Dmel_CG30044				NP_610792.2							
A8DYC6	dme:Dmel_CG34315			AE013599					5740282							dme:Dmel_CG34315				NP_001097298.2							
A8DYC7	dme:Dmel_CG34235			AE013599					5740771							dme:Dmel_CG34235				NP_001097300.2							
A8DYD4	dme:Dmel_CG34184			AE013599					5740423						IPR006631	dme:Dmel_CG34184		PF07841		NP_001097310.1							
A8DYD6	dme:Dmel_CG34443			AE013599					5740580						IPR006631	dme:Dmel_CG34443		PF07841		NP_001097312.1							
A8DYD7	dme:Dmel_CG34444			AE013599,BT124847					5740745						IPR006631	dme:Dmel_CG34444		PF07841		NP_001097313.1							
A8DYD8	dme:Dmel_CG34185			AE013599,BT124813					5740242							dme:Dmel_CG34185				NP_001097314.1							
A8DYG6	dme:Dmel_CG34189			AE013599					5740826						IPR002919,IPR036084	dme:Dmel_CG34189		PF01826		NP_001097347.1							
A8DYH0	dme:Dmel_CG34190			AE013599					5740440							dme:Dmel_CG34190				NP_001097351.1							
A8DYH5	dme:Dmel_CG34193			AE013599,KX531289					5740572							dme:Dmel_CG34193				NP_001097357.1,NP_001286534.1							
A8DYJ9	dme:Dmel_CG34201			AE013599					5740368							dme:Dmel_CG34201				NP_001097385.1							
A8DYK0	dme:Dmel_CG34202			AE013599					5740498							dme:Dmel_CG34202				NP_001097386.1							
A8DYK8	dme:Dmel_CG34203			AE013599,KX531963					5740243							dme:Dmel_CG34203				NP_001097397.1							
A8DYL4	dme:Dmel_CG34206			AE013599					5740129							dme:Dmel_CG34206				NP_001097408.1							
A8DYL6	dme:Dmel_CG34207			AE013599					5740143							dme:Dmel_CG34207				NP_001097410.1							
A8DYL9	dme:Dmel_CG34208			AE013599,KX531697					5740805							dme:Dmel_CG34208				NP_001097413.1							
A8DYM4	dme:Dmel_CG34446			AE013599					5740549						IPR006629	dme:Dmel_CG34446				NP_001097419.1							
A8DYT6	dme:Dmel_CG15387			AE014134					33403						IPR026317	dme:Dmel_CG15387		PF14974		NP_001097058.1							
A8DYT9	dme:Dmel_CG34314			AE014134,BT024410					5740299							dme:Dmel_CG34314				NP_001097061.1							
A8DYU5	dme:Dmel_CG34176			AE014134					5740391							dme:Dmel_CG34176				NP_001097076.1							
A8DYV0	dme:Dmel_CG34177			AE014134,AY113225					5740338						IPR029277,IPR053308	dme:Dmel_CG34177		PF15430		NP_001097081.1							
A8DYV9	dme:Dmel_CG34180			AE014134,KX531815					5740541							dme:Dmel_CG34180				NP_001097096.1							
A8DYW4	dme:Dmel_CG34310			AE014134,BT071806,KX532140					5740536							dme:Dmel_CG34310				NP_001097103.1,NP_001097104.2,NP_001285686.1							
A8DYY2	dme:Dmel_CG34181			AE014134					5740634						IPR032145	dme:Dmel_CG34181		PF16089		NP_001097130.1							
A8DYZ1	dme:Dmel_CG14913			AE014134					34532							dme:Dmel_CG14913				NP_001097146.1							
A8DYZ4	dme:Dmel_CG34162			AE014134					5740392							dme:Dmel_CG34162				NP_001097149.2							
A8DZ13	dme:Dmel_CG34170			AE014134,KX532122					5740214							dme:Dmel_CG34170				NP_001097172.1,NP_001286010.1							
A8DZ22	dme:Dmel_CG34173			AE014134,BT126116					5740285							dme:Dmel_CG34173				NP_001097187.1							
A8E6W0	dme:Dmel_CG34039			AE014296,BT030902,BT030946					3885643						IPR017920,IPR047155	dme:Dmel_CG34039		PF21672	R-DME-8951664	NP_001034012.2							
A8E795	dme:Dmel_CG42521			AE014296,BT031037					8674012							dme:Dmel_CG42521				NP_001163407.1							
A8JNG6	dme:Dmel_CG34454			AE014296					5740130						IPR002350,IPR036058,IPR039932	dme:Dmel_CG34454		PF00050		NP_001097457.1							
A8JNG7	dme:Dmel_CG34453			AE014296					5740693							dme:Dmel_CG34453				NP_001097458.2							
A8JNG8	dme:Dmel_CG34263			AE014296					5740488						IPR036058	dme:Dmel_CG34263				NP_001097459.1							
A8JNH4	dme:Dmel_CG34268			AE014296,BT128725,KX531959					5740141							dme:Dmel_CG34268				NP_001097465.1							
A8JNH5	dme:Dmel_CG34269			AE014296					5740713							dme:Dmel_CG34269				NP_001097466.1							
A8JNL0	dme:Dmel_CG34266			AE014296					5740465						IPR007970	dme:Dmel_CG34266		PF05306		NP_001097507.1							
A8JNL8	dme:Dmel_CG34271			AE014296					5740348						IPR000618,IPR031311	dme:Dmel_CG34271		PF00379		NP_001097524.1							
A8JNQ7	dme:Dmel_CG34238			AE014296					5740238							dme:Dmel_CG34238				NP_001097576.1							
A8JNR8	dme:Dmel_CG34241			AE014296,BT058013					5740575							dme:Dmel_CG34241				NP_001097591.1							
A8JNS2	dme:Dmel_CG34428			AE014296					5740867						IPR006631	dme:Dmel_CG34428		PF07841		NP_001097597.1							
A8JNS3	dme:Dmel_CG34429			AE014296					5740606						IPR006631	dme:Dmel_CG34429		PF07841		NP_001097598.1							
A8JNV2	dme:Dmel_CG34253			AE014296					5740501							dme:Dmel_CG34253				NP_001097636.1							
A8JNW0	dme:Dmel_CG34258			AE014296					5740493							dme:Dmel_CG34258				NP_001097648.1							
A8JQS3	dme:Dmel_CG9766			AE014297					40539						IPR002110,IPR003961,IPR036770,IPR051637	dme:Dmel_CG9766		PF12796		NP_001097672.1							
A8JQT2	dme:Dmel_CG34425			AE014297					5740837						IPR043596	dme:Dmel_CG34425				NP_001097683.1							
A8JQW5	dme:Dmel_CG12947			AE014297					41201							dme:Dmel_CG12947				NP_001097731.1							
A8JQW9	NA			AE014297											IPR010512			PF06477		NP_001097737.1							
A8JQY9	dme:Dmel_CG31342			AE014297,BT100304					41592						IPR051230	dme:Dmel_CG31342			R-DME-3928664,R-DME-6798695	NP_001097763.1							
A8JQZ1	dme:Dmel_CG46281			AE014297					26067078							dme:Dmel_CG46281				NP_001097765.2							
A8JR33	dme:Dmel_CG34280			AE014297					5740878						IPR002350,IPR036058	dme:Dmel_CG34280				NP_001097821.1							
A8JR34	dme:Dmel_CG14331			AE014297					42099						IPR050910	dme:Dmel_CG14331				NP_001097824.1							
A8JR38	dme:Dmel_CG34283			AE014297,BT120237,KX532002					5740817						IPR022776,IPR036236	dme:Dmel_CG34283		PF05253		NP_001097831.1							
A8JRD6	dme:Dmel_CG34291			AE014297					5740331							dme:Dmel_CG34291				NP_001097938.1							
A8JRF1	dme:Dmel_CG34295			AE014297					5740413						IPR001254,IPR009003,IPR043504,IPR050430	dme:Dmel_CG34295		PF00089		NP_001097956.1							
A8JRH4	dme:Dmel_CG34432			AE014297					5740681						IPR056677	dme:Dmel_CG34432		PF24985		NP_001097983.1							
A8JUZ6	dme:Dmel_CG14445			AE014298,BT081991					31556							dme:Dmel_CG14445				NP_001096890.1							
A8JV15	dme:Dmel_CG34338			AE014298					5740687							dme:Dmel_CG34338				NP_001096903.2							
A8JV30	dme:Dmel_CG34327			AE014298,BT133005					5740714							dme:Dmel_CG34327				NP_001097010.1							
A8QI20	dme:Dmel_CG41561			DS483646					5740542							dme:Dmel_CG41561				NP_001104078.2							
A8WHB7	dme:Dmel_CG34049			AE014134,BT031063,BT032918					3885620						IPR001283,IPR014044,IPR018244,IPR034113,IPR035940	dme:Dmel_CG34049		PF00188		NP_001033871.2							
A8WHD3	dme:Dmel_CG14989			AE014296,BT031079,BT031239,BT031245					38485							dme:Dmel_CG14989				NP_001246611.1,NP_001246612.1,NP_647855.3							
A8Y4V5	dme:Dmel_CG40498			AE013599,BT150085					3354890							dme:Dmel_CG40498				NP_001015119.2,NP_001104342.3,NP_001104343.2,NP_001104344.2,NP_001287634.1							
A8Y548	dme:Dmel_CG41284			AE014296					5740851						IPR004302	dme:Dmel_CG41284		PF03067		NP_001104417.3							
A9UNB1	NA			AE013599,BT031275					35753						IPR025714,IPR052220			PF13679		NP_724630.3							
B3DMV2	NA			AE014298,BT032740					31486											NP_572244.1							
B4F613	dme:Dmel_CG14797			AE014298,AM999249,AM999250,AM999251,AM999252,BT100190,FM246363,FM246364,FM246365,FM246366,FM246367,FM246368,FM246369,FM246370,FM246371,FM246372,FM246373					31123							dme:Dmel_CG14797				NP_001245468.1							
B4ZJ89	dme:Dmel_CG42459			AE014134,EU755332					8674054						IPR036880	dme:Dmel_CG42459				NP_001162856.1							
B4ZJ91	dme:Dmel_CG42462			AE014134,EU755334					8674094						IPR002223,IPR036880	dme:Dmel_CG42462		PF00014		NP_001162861.1							
B4ZJ99	dme:Dmel_CG42476			AE013599,EU755342					8674008							dme:Dmel_CG42476				NP_001163157.1							
B4ZJA1	NA			AE013599,EU755344					8673980											NP_001286878.1							
B4ZJA2	dme:Dmel_CG42479			AE014296,BT100079,EU755345					8674009							dme:Dmel_CG42479				NP_001163353.1							
B4ZJA3	dme:Dmel_CG42480			AE014296,BT100096,EU755346,KX531473					8673995							dme:Dmel_CG42480				NP_001163437.1,NP_001287057.1							
B4ZJA4	dme:Dmel_CG42482			AE014296,BT100328,EU755347,KX531858					8674043							dme:Dmel_CG42482				NP_001163485.1,NP_001287134.1							
B4ZJA5	dme:Dmel_CG42483			AE014296,BT099971,EU755348,KX531553					8674014							dme:Dmel_CG42483				NP_001163495.1							
B5RIN0	dme:Dmel_CG9528			AE014134,BT044154					33899						IPR001251,IPR006797,IPR009038,IPR011074,IPR036273,IPR036598,IPR036865,IPR051064	dme:Dmel_CG9528		PF00650,PF03765,PF04707		NP_001285672.1,NP_609028.2							
B5RIV2	dme:Dmel_CG9801			AE014297,BT044226					41044						IPR001932,IPR036457,IPR053287	dme:Dmel_CG9801		PF13672		NP_649827.2,NP_731278.1,NP_996184.1							
B5RJ86	dme:Dmel_CG17375			AE014134,BT044360					33956							dme:Dmel_CG17375				NP_001245915.1,NP_001260165.1							
B5RJJ4	dme:Dmel_CG11307			AE014296,BT044468					40400						IPR031813	dme:Dmel_CG11307		PF15923		NP_001163490.1,NP_730667.3							
B6IDP6	dme:Dmel_CG12511			AE014134,BT050486					33797						IPR007014	dme:Dmel_CG12511		PF04930		NP_001245899.1,NP_001285633.1							
B7FNL9	NA			AE014296,BT053709											IPR002557,IPR036508,IPR051940			PF01607		NP_001163427.1							
B7YZH0	dme:Dmel_CG42287			AE013599					7354427							dme:Dmel_CG42287				NP_001137665.1							
B7YZH1	dme:Dmel_CG10151			AE013599,BT133457					36639						IPR026095,IPR044822	dme:Dmel_CG10151		PF13837		NP_001137670.1							
B7YZH2	dme:Dmel_CG42391			AE013599					7354405						IPR034998	dme:Dmel_CG42391		PF22945		NP_001137671.1							
B7YZH7	dme:Dmel_CG44242			AE013599,BT125795					19836175						IPR020373	dme:Dmel_CG44242		PF10937		NP_001137676.1							
B7YZI3	dme:Dmel_CG42392			AE013599					7354430							dme:Dmel_CG42392				NP_001137681.1							
B7YZJ3	dme:Dmel_CG42239			AE013599					7354422							dme:Dmel_CG42239				NP_001137692.1							
B7YZN1	dme:Dmel_CG42362			AE013599,BT025068					7354407							dme:Dmel_CG42362				NP_001137731.1,NP_001286687.1							
B7YZN3	dme:Dmel_CG42364			AE013599					7354408							dme:Dmel_CG42364				NP_001137732.2							
B7YZN4	dme:Dmel_CG42380			AE013599,AY047519					7354411						IPR034595	dme:Dmel_CG42380				NP_001137736.1,NP_001137737.1							
B7YZN6	dme:Dmel_CG42379			AE013599,AY047519					7354410							dme:Dmel_CG42379				NP_001137734.1,NP_001137735.1							
B7YZN8	dme:Dmel_CG42381			AE013599,AY047519					7354409						IPR009069,IPR027179	dme:Dmel_CG42381		PF08991		NP_001137733.1							
B7YZX3	dme:Dmel_CG42305			AE014134,BT056319,KX531904					7354382							dme:Dmel_CG42305				NP_001137837.1,NP_001137838.1,NP_001286064.1							
B7YZZ0	dme:Dmel_CG42371			AE014134,BT120123					7354476						IPR037764	dme:Dmel_CG42371				NP_001137767.1							
B7Z016	dme:Dmel_CG43773			AE014134					33617							dme:Dmel_CG43773				NP_001137789.1							
B7Z059	dme:Dmel_CG17035			AE014296,AY094681,KX531781					39734							dme:Dmel_CG17035				NP_001137957.1							
B7Z064	dme:Dmel_CG42393			AE014296,BT058056					7354474							dme:Dmel_CG42393				NP_001137967.1							
B7Z073	dme:Dmel_CG42374			AE014296					7354371						IPR031821	dme:Dmel_CG42374		PF15925		NP_001137972.1,NP_001287115.1							
B7Z085	dme:Dmel_CG42263			AE014296,KX531915					7354413							dme:Dmel_CG42263				NP_001137983.2							
B7Z0C9	dme:Dmel_CG42307			AE014296,BT010102					7354423							dme:Dmel_CG42307				NP_001137899.1,NP_001137900.1,NP_001137901.1,NP_001286967.1							
B7Z0I5	dme:Dmel_CG42245			AE014296,BT023882,KX531436					7354428						IPR027911,IPR040219	dme:Dmel_CG42245		PF15377		NP_001137876.1							
B7Z0K4	dme:Dmel_CG43317			AE014297					41916							dme:Dmel_CG43317				NP_001138058.1							
B7Z0V5	dme:Dmel_CG14693			AE014297,BT088777					41299						IPR000595,IPR014710,IPR018490	dme:Dmel_CG14693		PF00027		NP_001138034.1							
B7Z101	dme:Dmel_CG10597			AE014298					32714							dme:Dmel_CG10597				NP_001138216.1							
B7Z107	dme:Dmel_CG42376			AE014298,AY069078					7354420						IPR036549,IPR042289,IPR048280	dme:Dmel_CG42376		PF02297		NP_001138136.1,NP_001138137.1							
B7Z137	dme:Dmel_CG42395			AE014298					7354436						IPR006696	dme:Dmel_CG42395		PF04241		NP_001138182.3							
B8A3Y3	dme:Dmel_CG43169			AE014296,BT056275					12798372							dme:Dmel_CG43169				NP_001246686.1							
B8A402	NA			AE014134,BT056294,KX531394					10178857											NP_001188804.1							
B8A407	dme:Dmel_CG43188			AE013599,BT056299					12798403							dme:Dmel_CG43188				NP_001246260.1							
B9A0M4	dme:Dmel_CG42355			AE014296,BT024245,BT132833,KX531719					317969						IPR024460,IPR036910	dme:Dmel_CG42355		PF06382		NP_001097478.3,NP_001286911.1							
B9A0N7	dme:Dmel_CG14647			AE014297					40558						IPR000210,IPR001646,IPR003131,IPR011333,IPR051082	dme:Dmel_CG14647		PF00805,PF02214		NP_649465.6							
